aX,aY,aZ,gX,gY,gZ
-2.006,-5.880,-2.585,0.069,-0.044,0.008
-2.223,-6.416,-2.923,-0.037,0.043,0.003
-2.236,-6.195,-2.867,0.060,0.032,-0.022
-2.150,-6.057,-2.690,-0.112,0.051,0.009
-2.047,-6.433,-3.175,0.046,0.072,-0.014
-2.094,-6.485,-3.735,0.318,0.044,0.032
-2.071,-5.895,-3.687,0.760,-0.151,0.065
-2.113,-6.613,-4.251,1.252,-0.192,0.165
-0.770,-1.929,-1.335,1.968,-0.187,0.425
-3.849,-4.548,-0.794,0.424,0.195,0.266
-1.896,-6.336,-3.321,1.149,-0.746,-0.205
-0.551,-1.765,-0.972,1.967,0.588,0.479
-4.035,-2.016,-0.652,1.713,0.366,0.406
-2.336,-2.252,-1.438,1.701,-0.822,-0.021
-0.147,-1.322,-1.093,1.832,0.357,0.448
-10.277,4.934,10.744,0.444,0.503,0.052
1.736,-2.046,-1.791,0.185,-0.461,-0.020
-3.524,-0.144,-0.636,0.425,0.257,0.040
-2.655,-0.289,-0.779,0.055,-0.228,0.022
-1.743,-0.231,-0.614,-0.140,0.039,-0.020
-2.632,-0.266,-0.019,-0.055,-0.108,-0.029
-2.099,-0.356,-0.396,-0.016,0.114,-0.012
-2.608,-0.214,-0.356,-0.087,0.065,-0.020
-2.143,-0.390,-0.280,-0.092,-0.105,-0.029
-2.394,-0.364,-0.236,-0.074,0.090,-0.020
-2.132,-0.391,-0.382,-0.039,-0.040,-0.032
-2.409,-0.296,-0.333,-0.064,0.057,-0.012
-2.156,-0.389,-0.328,-0.089,-0.020,-0.028
-2.345,-0.342,-0.320,-0.071,0.050,-0.017
-2.182,-0.381,-0.214,-0.062,0.001,-0.019
-2.206,-0.350,-0.421,-0.022,0.035,-0.015
-2.513,-0.390,-0.247,-0.077,-0.037,-0.012
-2.110,-0.419,-0.400,-0.017,-0.013,-0.020
-2.337,-0.362,-0.257,-0.076,0.060,-0.006
-2.164,-0.417,-0.408,-0.067,-0.003,-0.022
-2.258,-0.388,-0.304,-0.075,0.069,-0.012
-2.247,-0.493,-0.241,-0.107,-0.024,-0.027
-2.357,-0.350,-0.412,-0.030,0.161,-0.015
-2.291,-0.426,-0.348,-0.072,-0.025,-0.015
-2.259,-0.487,-0.332,-0.062,-0.017,-0.016
-2.215,-0.460,-0.279,-0.013,-0.004,-0.013
-2.318,-0.357,-0.502,-0.079,0.028,-0.015
-2.233,-0.545,-0.188,-0.079,-0.034,-0.012
-2.289,-0.389,-0.368,-0.019,0.050,-0.012
-2.266,-0.408,-0.377,-0.067,-0.013,-0.018
-2.205,-0.545,-0.291,-0.056,0.010,-0.011
-2.176,-0.455,-0.368,-0.043,0.041,-0.012
-2.261,-0.456,-0.327,-0.062,-0.011,-0.018
-2.278,-0.500,-0.309,-0.050,0.023,-0.012
-2.234,-0.439,-0.402,-0.023,0.025,-0.015
-2.289,-0.414,-0.348,-0.075,0.007,-0.011
-2.321,-0.460,-0.302,-0.054,-0.010,-0.018
-2.105,-0.437,-0.378,-0.016,0.024,-0.014
-2.333,-0.395,-0.394,-0.072,-0.002,-0.015
-2.145,-0.529,-0.287,-0.025,0.002,-0.017
-2.221,-0.433,-0.314,-0.042,0.059,-0.005
-2.248,-0.436,-0.311,-0.058,0.020,-0.017
-2.156,-0.417,-0.309,-0.026,0.004,-0.014
-2.224,-0.478,-0.341,-0.061,0.033,-0.013
-2.261,-0.439,-0.377,-0.040,-0.001,-0.019
-2.139,-0.389,-0.220,-0.058,0.015,-0.011
-2.185,-0.424,-0.369,-0.065,0.023,-0.015
-2.230,-0.412,-0.350,-0.039,-0.019,-0.018
-2.181,-0.460,-0.329,-0.060,0.035,-0.010
-2.175,-0.454,-0.364,-0.038,0.002,-0.019
-2.131,-0.407,-0.257,-0.049,-0.006,-0.017
-2.119,-0.450,-0.354,-0.058,0.023,-0.012
-2.138,-0.431,-0.316,-0.037,0.023,-0.019
-2.145,-0.498,-0.298,-0.051,0.023,-0.008
-2.229,-0.426,-0.387,-0.040,0.034,-0.016
-2.131,-0.407,-0.346,-0.041,-0.017,-0.015
-2.125,-0.456,-0.326,-0.050,0.036,-0.012
-2.231,-0.397,-0.363,-0.042,0.005,-0.021
-2.119,-0.397,-0.208,-0.050,-0.001,-0.011
-2.187,-0.423,-0.326,-0.046,0.044,-0.012
-2.212,-0.359,-0.346,-0.032,-0.008,-0.017
-2.178,-0.409,-0.241,-0.069,0.020,-0.006

-3.828,0.915,0.887,-0.744,-1.516,0.019
-3.940,0.731,0.991,-0.934,-1.826,0.005
-3.211,0.030,0.669,-1.262,-2.338,-0.089
1.227,-1.476,1.598,-1.953,-1.009,-0.282
-0.083,-1.085,2.442,-2.669,0.152,-0.158
0.323,-3.179,0.470,-3.111,0.608,-0.252
-0.229,-4.774,-1.452,-2.291,0.974,-0.167
-0.393,-5.306,-2.846,-1.659,1.052,-0.052
-1.457,-5.177,-3.267,-1.406,0.669,-0.165
-0.758,-5.727,-3.935,-1.146,0.331,-0.103
-0.693,-6.422,-3.821,-0.784,0.635,0.080
-1.590,-7.228,-4.254,-0.657,0.426,-0.027
-1.518,-6.898,-3.998,-0.366,0.144,-0.088
-1.324,-6.626,-3.995,-0.270,0.237,-0.027
-1.477,-7.420,-4.432,-0.009,0.071,-0.032
-1.379,-6.640,-3.509,0.112,0.028,0.009
-1.866,-6.953,-3.365,0.069,0.116,0.054
-1.778,-6.545,-2.707,0.208,-0.034,-0.033
-1.816,-7.077,-3.251,-0.228,0.081,-0.029
-1.701,-6.912,-3.563,0.189,-0.012,0.006
-1.604,-6.116,-2.477,-0.221,0.094,0.017
-2.194,-7.646,-3.929,-0.097,0.021,-0.060
-1.160,-5.982,-2.818,-0.000,-0.020,-0.016
-2.057,-7.111,-3.636,-0.157,0.086,-0.010
-1.493,-6.747,-3.269,0.169,-0.021,-0.026
-1.480,-6.706,-3.156,-0.114,0.067,0.043
-1.762,-7.086,-3.594,0.119,0.029,0.038
-1.597,-6.389,-2.774,-0.020,0.054,0.048
-2.082,-6.912,-3.433,-0.059,0.039,0.004
-1.640,-6.297,-2.953,0.054,0.055,0.017
-2.023,-6.832,-3.170,-0.142,0.053,0.019
-1.820,-6.965,-3.443,0.108,0.017,-0.018
-1.535,-6.179,-2.772,-0.011,-0.005,0.047
-1.999,-6.904,-3.431,-0.051,0.056,0.002
-1.799,-6.452,-3.073,0.050,0.049,0.037
-1.888,-6.607,-3.126,-0.062,0.039,0.036
-1.979,-6.738,-3.241,0.062,0.023,0.019
-1.902,-6.395,-2.877,-0.031,0.047,0.033
-1.969,-6.685,-3.164,0.008,0.016,0.024
-1.897,-6.394,-2.869,0.016,0.011,0.029
-2.012,-6.615,-3.135,-0.059,0.057,-0.019
-1.917,-6.476,-3.157,0.049,0.030,0.003
-1.986,-6.486,-2.999,-0.092,0.036,-0.001
-1.788,-6.691,-3.278,0.030,0.018,-0.018
-1.939,-6.324,-2.954,-0.041,0.062,0.025
-2.093,-6.499,-3.183,-0.012,0.026,-0.020
-1.878,-6.229,-3.049,0.110,0.034,0.006
-2.107,-6.516,-3.017,-0.055,0.055,0.001
-1.951,-6.584,-2.865,0.043,-0.018,-0.002
-2.059,-6.325,-2.719,0.006,0.031,0.027
-2.310,-6.353,-2.792,-0.098,0.010,-0.035
-1.828,-6.329,-3.256,-0.001,0.028,-0.026
-1.799,-6.292,-3.193,-0.017,0.036,-0.010
-1.682,-6.703,-4.104,0.249,0.106,0.015
-1.712,-6.322,-3.979,0.579,-0.002,0.057
-1.654,-5.857,-3.598,1.185,0.104,0.195
-1.433,-6.043,-3.335,1.694,-0.022,0.295
-1.638,-5.179,-2.222,1.725,0.513,0.681
-3.877,-2.282,-0.012,1.622,-0.359,0.476
-2.155,-3.396,-0.918,0.804,-0.549,0.127
-2.546,-3.420,-1.296,1.083,-0.286,0.126
-2.180,-2.508,-0.077,0.691,-0.395,0.238
-2.601,-2.732,-1.091,0.788,0.302,0.006
-1.156,-1.341,-1.307,1.405,-0.164,0.061
-1.751,-1.954,-1.465,0.856,-0.104,0.489
-2.506,-1.905,-1.443,2.060,-0.031,0.319
2.198,-3.567,-2.446,-0.219,-0.477,0.134
-3.794,-0.122,0.214,0.349,0.384,0.063
-2.442,0.035,-0.482,0.173,0.232,0.008
-2.046,-0.448,-0.900,-0.085,-0.058,-0.005
-2.318,-0.585,-0.080,-0.131,-0.122,-0.013
-2.197,-0.650,-0.277,-0.079,0.047,-0.013
-1.952,-0.504,-0.443,-0.053,-0.045,-0.022
-2.326,-0.552,-0.273,-0.117,-0.020,-0.011
-2.185,-0.650,-0.260,-0.068,-0.015,-0.019
-2.100,-0.522,-0.487,-0.054,0.041,-0.012
-2.022,-0.614,-0.381,-0.132,-0.023,-0.011
-1.974,-0.700,-0.156,-0.053,-0.009,-0.008
-2.127,-0.617,-0.360,-0.057,0.036,-0.014
-2.095,-0.606,-0.419,-0.065,-0.012,-0.019
-2.097,-0.670,-0.403,-0.109,-0.025,-0.011
-2.047,-0.705,-0.219,-0.055,-0.035,-0.021
-2.060,-0.611,-0.419,-0.019,0.004,-0.022
-2.073,-0.651,-0.196,-0.075,-0.025,-0.009
-2.008,-0.712,-0.300,-0.017,0.031,-0.025
-2.148,-0.540,-0.368,-0.080,0.013,-0.011
-1.914,-0.769,-0.305,-0.048,0.017,-0.018
-2.143,-0.646,-0.225,-0.060,0.009,-0.011
-2.060,-0.687,-0.385,-0.052,0.031,-0.018
-2.156,-0.674,-0.133,-0.051,0.057,-0.014
-1.975,-0.685,-0.287,-0.052,0.039,-0.012
-2.112,-0.680,-0.373,-0.053,-0.007,-0.026
-2.058,-0.673,-0.265,-0.070,0.011,-0.017
-2.137,-0.690,-0.318,-0.057,0.017,-0.016
-1.933,-0.686,-0.181,-0.049,-0.016,-0.014
-2.052,-0.692,-0.381,-0.044,0.031,-0.013
-1.973,-0.723,-0.220,-0.059,0.013,-0.010
-1.982,-0.712,-0.377,-0.035,0.049,-0.016
-2.015,-0.703,-0.333,-0.058,0.012,-0.015
-2.002,-0.739,-0.297,-0.042,0.028,-0.012
-2.058,-0.666,-0.332,-0.037,0.030,-0.020
-1.993,-0.674,-0.327,-0.061,-0.017,-0.013
-2.022,-0.703,-0.299,-0.055,-0.005,-0.017
-1.985,-0.681,-0.304,-0.040,-0.014,-0.013
-1.948,-0.743,-0.300,-0.054,0.039,-0.013
-2.061,-0.676,-0.268,-0.051,-0.028,-0.017
-2.023,-0.719,-0.303,-0.043,0.039,-0.011
-2.011,-0.646,-0.321,-0.056,0.012,-0.017
-1.966,-0.674,-0.257,-0.057,0.013,-0.007
-1.930,-0.686,-0.329,-0.032,0.028,-0.017
-1.954,-0.640,-0.255,-0.070,-0.016,-0.017
-1.907,-0.746,-0.235,-0.051,0.027,-0.013
-2.016,-0.651,-0.373,-0.033,0.005,-0.021
-2.041,-0.709,-0.277,-0.075,-0.003,-0.012
-1.954,-0.772,-0.273,-0.038,0.024,-0.017
-2.002,-0.617,-0.283,-0.044,0.012,-0.015
-1.919,-0.697,-0.291,-0.070,0.007,-0.013
-1.917,-0.727,-0.266,-0.022,0.030,-0.016
-1.936,-0.652,-0.287,-0.062,0.005,-0.012

