aX,aY,aZ,gX,gY,gZ
-0.898,1.761,-0.207,0.359,0.420,0.166
-0.655,1.945,-0.142,0.166,0.166,0.130
-3.464,3.505,3.645,-0.158,0.301,0.088
0.012,0.994,-0.395,-0.328,0.032,-0.031
-1.276,1.902,0.117,-0.144,0.201,-0.003
-0.693,1.866,-0.044,-0.196,0.092,-0.002
-1.314,2.017,0.037,-0.150,0.185,-0.021
-0.581,1.958,0.055,-0.282,0.065,-0.002
-1.173,1.832,0.279,-0.185,0.220,0.001
-0.680,1.700,-0.127,-0.265,0.019,-0.022
-1.517,1.818,0.474,-0.266,0.007,-0.052
-0.540,1.652,-0.030,-0.272,-0.244,-0.050
-0.255,1.607,0.456,-0.172,0.145,-0.035
-1.195,1.851,-0.421,-0.213,0.047,-0.028
-0.377,1.664,-0.071,-0.193,0.033,-0.008
-0.603,1.700,0.085,-0.245,0.129,0.008
-0.414,1.525,-0.012,-0.233,0.002,-0.001
-0.482,1.480,0.310,-0.214,0.177,-0.007
-0.557,1.538,0.037,-0.196,0.154,-0.008
-0.812,1.590,0.141,-0.185,0.178,-0.010
-0.470,1.464,0.170,-0.180,0.087,-0.012
-0.587,1.581,-0.019,-0.103,0.210,-0.015
-0.716,1.616,0.262,-0.208,-0.003,-0.010
-0.072,1.410,0.025,-0.085,0.256,-0.013
-0.971,1.720,0.047,-0.165,0.171,-0.006
-0.438,1.429,0.154,-0.156,0.172,-0.004
-0.927,1.683,0.081,-0.143,0.237,-0.003
-0.601,1.501,0.095,-0.200,0.065,-0.011
-0.594,1.599,0.073,-0.146,0.208,-0.009
-0.631,1.494,0.279,-0.173,0.054,-0.007
-0.312,1.511,0.073,-0.077,0.244,-0.007
-0.919,1.751,-0.049,-0.158,0.155,-0.012
-0.498,1.524,0.060,-0.189,0.142,-0.010
-0.885,1.620,0.095,-0.197,0.144,-0.010
-0.584,1.415,0.364,-0.197,0.032,-0.018
-0.558,1.549,0.025,-0.099,0.205,-0.015
-0.874,1.507,0.038,-0.188,-0.009,-0.024
-0.231,1.616,0.205,-0.215,0.140,-0.025
-0.740,1.686,-0.335,-0.321,-0.052,-0.025
-0.293,1.299,0.430,-0.220,-0.023,-0.019
-0.302,1.389,-0.018,-0.085,0.253,-0.017
-0.480,1.615,0.153,-0.185,-0.007,-0.014
0.186,1.235,0.056,-0.088,0.262,-0.003
-0.972,1.638,0.241,-0.115,0.179,-0.008
-0.390,1.423,0.045,-0.066,0.186,-0.004
-0.727,1.808,-0.083,-0.110,0.210,0.002
-0.289,1.438,0.086,-0.189,0.052,-0.001
-0.322,1.571,0.300,-0.130,0.233,-0.009
-0.661,1.626,-0.062,-0.200,0.127,-0.022
-0.561,1.460,0.448,-0.156,0.105,-0.016
-0.583,1.646,-0.063,-0.103,0.259,-0.025
-0.569,1.665,0.057,-0.208,0.036,-0.017
-0.194,1.352,0.283,-0.160,0.157,-0.018
-0.698,1.682,-0.040,-0.152,0.203,-0.015
-0.570,1.547,0.089,-0.188,0.108,-0.010
-0.558,1.537,0.218,-0.172,0.168,-0.012
-0.540,1.528,0.006,-0.165,0.106,-0.010
-0.368,1.530,0.225,-0.167,0.117,-0.011
-0.552,1.557,-0.018,-0.152,0.180,-0.005
-0.420,1.518,0.069,-0.176,0.103,-0.013
-0.326,1.464,0.170,-0.173,0.149,-0.015
-0.575,1.565,0.089,-0.164,0.110,-0.019
-0.427,1.504,0.199,-0.146,0.125,-0.017
-0.559,1.528,0.162,-0.142,0.154,-0.008
-0.484,1.562,-0.055,-0.167,0.110,-0.014
-0.369,1.563,0.235,-0.167,0.140,-0.008
-0.523,1.453,0.138,-0.177,0.121,-0.008
-0.231,1.474,0.090,-0.135,0.139,-0.019
-0.486,1.575,0.150,-0.158,0.159,-0.013
-0.429,1.486,0.068,-0.169,0.096,-0.024
-0.254,1.512,0.084,-0.143,0.152,-0.014
-0.602,1.585,0.172,-0.180,0.139,-0.009
-0.320,1.474,0.055,-0.153,0.132,-0.017
-0.435,1.585,0.060,-0.169,0.135,-0.009
-0.405,1.477,0.170,-0.194,0.109,-0.009
-0.262,1.447,0.092,-0.128,0.173,-0.011
-0.523,1.571,0.157,-0.180,0.123,-0.008
-0.419,1.465,0.217,-0.147,0.173,-0.013

-2.687,2.483,0.673,-0.255,0.584,-0.346
-2.567,2.626,1.006,-0.338,0.496,-0.391
-1.805,2.413,1.411,-0.529,0.394,-0.419
-0.783,1.328,0.049,-0.674,1.217,-0.382
-0.649,0.534,-1.205,-0.030,2.129,-0.025
-3.385,1.255,-0.903,0.653,3.086,0.195
-3.901,1.866,-0.445,0.320,2.305,0.077
-5.144,1.961,-1.267,0.072,2.027,0.051
-4.800,1.865,-1.887,-0.072,1.429,-0.032
-4.666,1.700,-2.988,0.231,2.360,0.334
-7.400,2.357,-3.253,0.200,1.849,0.303
-7.296,2.538,-3.287,0.215,1.021,0.031
-6.422,2.242,-3.457,0.108,0.931,0.077
-7.092,2.689,-3.513,0.198,1.537,0.106
-7.883,2.733,-3.893,0.064,1.152,0.055
-7.457,2.571,-4.842,0.121,1.487,0.108
-8.595,3.221,-4.721,0.155,1.267,0.082
-7.598,2.777,-5.612,0.047,1.304,0.154
-8.255,2.953,-6.001,0.187,1.495,0.197
-9.015,3.294,-6.106,0.100,1.407,0.091
-7.587,2.747,-7.354,0.200,1.757,0.171
-10.062,3.692,-7.313,0.254,1.980,0.364
-9.972,3.683,-7.875,-0.189,0.708,-0.013
-9.311,3.588,-8.399,-0.358,-0.185,-0.354
-7.350,3.120,-8.918,0.423,2.280,0.552
-11.140,4.238,-8.724,0.189,1.322,0.342
-10.749,4.146,-9.182,-0.207,-0.071,-0.294
-7.842,3.121,-9.518,-0.215,-0.006,-0.321
-9.589,3.517,-9.323,-0.081,0.318,0.002
-10.658,3.833,-8.976,-0.370,-0.616,-0.308
-8.396,3.023,-9.222,-0.274,-0.261,-0.231
-9.090,3.162,-8.869,-0.142,-0.080,-0.005
-8.576,3.169,-8.741,-0.138,0.105,0.003
-9.517,3.242,-8.718,-0.159,0.161,0.007
-8.928,3.247,-8.875,-0.135,0.002,-0.009
-9.355,3.203,-8.629,-0.137,0.369,0.066
-9.319,3.341,-9.009,-0.162,0.143,0.018
-9.048,3.273,-8.915,-0.108,0.114,0.048
-9.130,3.344,-8.685,-0.089,0.422,0.122
-9.760,3.539,-8.875,-0.177,0.136,0.016
-9.582,3.476,-8.935,-0.212,-0.095,-0.087
-8.824,3.163,-8.917,-0.168,0.074,-0.035
-9.194,3.318,-8.799,-0.146,0.103,0.011
-9.145,3.502,-8.784,-0.152,0.058,-0.015
-9.072,3.340,-8.661,-0.155,0.059,-0.013
-9.106,3.382,-8.635,-0.170,-0.007,-0.041
-9.315,3.408,-8.594,-0.161,0.192,-0.012
-9.056,3.298,-8.788,-0.175,0.089,-0.022
-9.066,3.358,-8.644,-0.124,0.156,0.038
-9.313,3.414,-8.541,-0.143,0.151,0.007
-9.019,3.324,-8.638,-0.146,0.135,0.016
-9.339,3.349,-8.645,-0.126,0.252,0.050
-9.242,3.448,-8.718,-0.108,0.092,0.028
-9.523,3.553,-8.554,-0.156,0.168,-0.014
-8.698,3.290,-8.820,-0.188,0.114,-0.044
-9.175,3.370,-8.833,-0.045,0.516,0.131
-9.670,3.680,-8.678,-0.145,0.106,0.007
-9.189,3.576,-8.622,-0.254,-0.060,-0.097
-8.830,3.345,-8.885,-0.154,0.170,0.027
-9.293,3.581,-8.715,-0.157,0.075,0.021
-9.377,3.479,-8.693,-0.239,-0.061,-0.067
-8.752,3.394,-8.740,-0.177,0.098,-0.005
-9.068,3.522,-8.626,-0.160,0.195,-0.001
-9.303,3.515,-8.644,-0.169,0.119,-0.002
-9.178,3.443,-8.624,-0.151,0.108,0.006
-9.360,3.630,-8.521,-0.175,0.137,-0.022
-9.093,3.421,-8.661,-0.203,0.067,-0.048
-9.163,3.487,-8.577,-0.156,0.127,0.006
-9.276,3.487,-8.408,-0.206,-0.001,-0.063
-8.746,3.387,-8.578,-0.211,0.032,-0.055
-9.171,3.358,-8.525,-0.126,0.204,0.040
-9.239,3.498,-8.467,-0.172,0.117,-0.003
-9.457,3.533,-8.498,-0.197,0.075,-0.046
-9.038,3.414,-8.359,-0.253,-0.206,-0.116
-9.458,3.420,-7.979,-0.170,0.106,0.006
-11.347,4.146,-7.394,-0.557,-0.951,-0.304
-9.468,3.177,-7.393,-0.987,-2.548,-0.746
-9.140,3.385,-5.844,-1.172,-3.449,-0.603
-6.873,2.131,-5.182,-0.982,-2.696,-0.626
-7.177,1.824,-3.994,-0.814,-2.573,-0.298
-5.504,1.203,-3.910,-0.759,-3.304,-0.427
-4.207,1.257,-1.973,-0.388,-1.943,-0.039
-4.264,1.302,-1.732,-0.540,-2.840,-0.008
-3.007,1.141,-0.742,-0.245,-1.278,0.077
-2.946,1.191,-0.735,-0.438,-1.925,0.090
-1.850,0.858,-0.594,0.001,-0.556,0.251
-2.938,1.791,0.639,-0.306,-1.201,0.162
-1.056,0.894,-0.244,-0.321,-0.454,0.019
-1.767,1.308,0.159,-0.187,0.011,0.080
-0.904,0.781,-0.540,-0.033,0.065,0.097
-2.095,1.652,0.243,0.053,0.354,0.105
-1.881,1.361,0.055,-0.337,-0.358,-0.029
-0.390,0.933,-0.546,-0.090,0.189,0.022
-1.996,1.377,-0.299,-0.015,0.100,0.064
-0.854,1.216,0.022,0.002,0.052,0.038
-1.520,1.417,0.508,0.029,0.433,0.070
-1.749,1.453,0.435,-0.204,-0.055,-0.018
-0.748,1.264,0.181,-0.045,0.386,-0.022
-2.172,1.821,0.673,-0.118,0.270,0.013
-1.152,1.274,-0.114,-0.160,0.164,-0.034
-1.556,1.720,0.156,-0.123,0.273,0.020
-1.361,1.444,-0.503,-0.125,0.082,0.057
-1.301,1.578,-0.103,-0.047,0.395,0.061
-1.893,1.702,0.141,-0.274,-0.021,-0.012
-1.049,1.369,-0.450,-0.190,0.141,0.028
-1.966,1.706,0.066,-0.089,0.272,0.042
-1.477,1.519,-0.087,-0.206,0.022,0.007
-1.575,1.545,-0.109,-0.091,0.276,0.029
-1.854,1.656,0.057,-0.188,0.082,-0.008
-1.245,1.425,-0.365,-0.113,0.177,0.015
-1.830,1.711,0.180,-0.175,0.060,-0.024
-1.075,1.405,-0.431,-0.151,0.072,0.011
-1.818,1.810,0.141,-0.067,0.236,0.012
-1.405,1.539,-0.196,-0.175,0.040,-0.002
-1.519,1.715,-0.025,-0.068,0.210,0.047
-1.775,1.708,0.132,-0.222,0.056,-0.049
-1.033,1.433,-0.760,-0.082,0.157,0.023
-1.620,1.881,-0.438,0.163,0.228,0.094
-1.598,2.018,-0.062,0.092,0.167,0.067

-2.685,1.823,1.021,0.572,1.201,0.176
-3.145,2.000,0.922,0.501,1.014,0.152
-3.136,2.024,0.679,0.367,0.731,0.105
-4.290,2.783,2.199,-0.374,0.717,-0.240
-1.526,1.366,0.141,-0.601,2.058,-0.488
-3.809,1.314,-1.681,-0.130,2.729,-0.207
-4.545,1.363,-3.057,0.462,3.272,-0.293
-6.838,2.769,-2.619,0.538,2.938,-0.177
-5.744,1.644,-3.643,0.478,2.831,0.071
-7.035,2.003,-4.357,0.424,2.424,-0.026
-6.336,2.023,-4.986,0.674,2.600,0.180
-7.848,2.541,-5.033,0.359,1.875,0.357
-5.541,2.039,-6.584,0.354,1.541,0.379
-9.345,3.305,-6.176,0.781,2.479,0.808
-10.873,3.989,-6.312,0.380,1.349,0.367
-11.218,4.324,-6.527,-0.299,-0.509,-0.229
-8.695,3.297,-7.032,-0.612,-1.569,-0.556
-5.440,2.127,-7.023,0.168,0.685,0.252
-10.434,3.619,-6.266,0.412,1.195,0.538
-10.920,4.231,-5.746,-0.375,-0.391,-0.158
-7.920,2.919,-6.840,-0.595,-0.810,-0.391
-8.673,3.253,-6.215,-0.193,0.085,0.111
-10.246,3.849,-5.640,-0.402,-0.362,-0.096
-9.516,3.239,-5.800,-0.700,-1.242,-0.422
-7.737,2.878,-5.514,-0.808,-1.869,-0.472
-7.195,2.307,-4.614,-0.355,-0.591,-0.018
-7.149,2.739,-4.505,-0.353,-0.403,0.018
-7.606,2.581,-4.466,-0.285,0.084,0.070
-6.761,2.632,-4.673,-0.278,0.141,0.086
-7.544,2.638,-4.864,-0.192,0.382,0.119
-7.823,2.721,-4.738,-0.158,0.385,0.033
-7.713,2.702,-4.987,-0.164,0.233,-0.048
-7.580,2.625,-4.712,-0.070,0.189,-0.054
-7.907,2.763,-4.422,-0.094,0.114,-0.083
-7.442,2.392,-4.559,-0.098,0.188,-0.065
-8.106,2.752,-4.263,-0.063,0.243,-0.007
-7.860,2.568,-4.389,-0.118,0.175,-0.034
-7.366,2.649,-4.441,-0.034,0.441,0.061
-8.242,2.717,-4.640,-0.046,0.384,0.080
-8.036,2.920,-4.475,-0.176,-0.027,-0.009
-7.515,2.602,-4.585,-0.256,-0.028,-0.077
-7.757,2.793,-4.691,-0.170,0.274,0.067
-7.903,2.826,-4.903,-0.165,0.071,0.019
-7.878,2.863,-4.657,-0.181,0.128,-0.007
-7.779,2.652,-4.899,-0.107,0.188,0.042
-7.969,2.953,-4.584,-0.133,0.172,-0.003
-7.719,2.646,-4.837,-0.140,0.101,-0.020
-7.679,2.875,-4.638,-0.049,0.346,0.082
-8.182,2.902,-4.587,-0.101,0.170,0.025
-7.661,3.049,-4.630,-0.132,0.145,0.025
-7.767,2.853,-4.833,-0.142,0.179,0.030
-7.916,2.970,-4.796,-0.109,0.166,0.052
-8.187,2.981,-4.715,-0.137,0.152,0.032
-8.068,3.019,-4.604,-0.143,0.067,0.008
-8.260,3.067,-4.533,-0.139,0.200,0.036
-8.337,3.068,-4.539,-0.173,0.060,0.001
-8.189,3.006,-4.620,-0.181,0.070,-0.029
-8.243,3.019,-4.487,-0.211,-0.067,-0.043
-7.908,2.969,-4.429,-0.241,-0.082,-0.070
-8.235,3.048,-4.113,-0.299,-0.186,-0.085
-7.895,2.832,-4.017,-0.484,-0.492,-0.141
-7.790,2.804,-3.855,-0.501,-0.673,-0.235
-7.453,2.723,-3.513,-0.623,-0.986,-0.269
-6.456,2.053,-3.638,-0.609,-0.747,-0.222
-6.753,2.454,-3.050,-0.436,-0.771,-0.044
-8.041,2.337,-2.381,-0.703,-1.657,-0.248
-4.623,1.705,-2.478,-0.962,-2.244,-0.536
-7.172,2.598,-1.660,-1.161,-3.243,-0.424
-1.057,0.170,-2.301,-0.790,-2.316,-0.482
-3.764,0.833,-1.437,-0.515,-1.831,-0.185
0.942,-0.564,-2.824,0.203,-1.628,0.122
-1.781,1.349,0.263,0.576,-0.538,0.303
-0.473,1.052,0.798,0.055,-0.815,0.235
-0.526,1.199,0.350,-0.011,-0.122,0.155
-1.101,1.215,0.575,-0.313,-0.465,0.016
0.263,0.934,0.474,-0.059,0.192,0.089
-1.027,1.152,0.986,-0.046,0.338,0.101
-0.447,1.148,0.492,-0.062,0.391,0.055
-1.697,1.615,0.848,-0.245,0.168,0.017
-0.368,1.020,-0.178,-0.283,0.082,-0.034
-0.838,1.246,0.011,-0.034,0.343,0.038
-0.687,1.229,-0.101,-0.238,0.028,-0.047
-0.225,1.128,-0.516,-0.026,0.354,0.023
-1.464,1.379,0.086,-0.108,0.067,0.046
-0.496,1.255,0.086,-0.094,0.145,0.020
-0.954,1.304,0.566,-0.250,0.037,0.028
-0.385,1.135,0.054,-0.164,0.089,0.026
-1.091,1.347,0.320,-0.084,0.301,0.032
-0.700,1.251,0.202,-0.188,0.066,-0.015
-0.626,1.195,0.080,-0.108,0.280,0.037
-1.138,1.471,0.372,-0.232,0.012,-0.029
-0.290,0.966,-0.378,-0.205,0.115,-0.029
-1.184,1.474,0.103,-0.075,0.237,0.002
-0.761,1.239,0.101,-0.275,-0.043,-0.048
-0.503,1.106,-0.190,-0.121,0.217,-0.007
-0.901,1.277,0.192,-0.151,0.074,-0.010
-0.323,1.171,0.122,-0.113,0.198,-0.000
-1.049,1.398,0.262,-0.163,0.137,0.009
-0.493,1.158,-0.121,-0.146,0.093,0.005
-1.075,1.434,0.285,-0.121,0.195,0.016
-0.546,1.250,-0.026,-0.221,0.007,-0.001
-0.575,1.310,0.164,-0.106,0.240,0.030
-0.838,1.325,0.201,-0.181,0.110,0.003
-0.648,1.245,0.001,-0.112,0.215,0.012
-0.910,1.410,0.195,-0.183,0.088,0.011
-0.520,1.192,-0.108,-0.139,0.151,0.010
-0.921,1.444,0.326,-0.144,0.165,0.034
-0.656,1.174,-0.077,-0.230,0.078,-0.021
-0.613,1.384,0.012,-0.075,0.245,0.018
-0.880,1.336,0.105,-0.178,0.073,-0.031
-0.484,1.274,0.040,-0.116,0.196,-0.002
-1.053,1.469,0.289,-0.206,0.071,-0.011
-0.423,1.221,-0.047,-0.181,0.091,-0.021
-0.912,1.405,0.132,-0.107,0.177,0.021
-0.579,1.319,0.195,-0.196,0.068,-0.014
-0.657,1.288,0.000,-0.128,0.197,0.023
-0.776,1.317,0.204,-0.149,0.069,0.009
-0.523,1.294,0.119,-0.170,0.132,0.029
-0.978,1.447,0.163,-0.153,0.141,0.007

-2.782,2.407,1.566,-0.057,1.235,-0.007
-3.484,2.756,1.987,-0.227,1.079,-0.094
-3.703,3.000,2.146,-0.649,0.639,-0.228
-1.067,1.460,0.008,-0.884,0.797,-0.352
-0.675,0.742,-1.294,-0.099,2.465,0.021
-3.361,1.514,-1.446,0.175,2.672,0.129
-4.486,1.876,-1.416,0.129,2.747,-0.017
-4.581,1.524,-2.377,-0.247,2.056,-0.143
-4.246,1.185,-3.310,0.281,2.690,0.048
-5.948,1.809,-3.567,0.532,2.905,0.273
-6.797,1.950,-4.262,0.595,2.563,0.456
-7.785,2.454,-4.735,0.787,2.491,0.675
-9.583,3.455,-4.423,0.598,1.387,0.320
-8.021,3.335,-4.769,0.294,0.905,0.290
-9.084,3.250,-4.731,0.078,0.431,0.109
-7.247,2.896,-5.410,-0.144,0.180,-0.040
-8.273,3.133,-5.738,0.373,1.290,0.542
-9.793,3.889,-5.740,0.262,0.780,0.386
-8.926,4.033,-6.115,0.033,0.348,0.163
-8.632,3.990,-6.215,-0.003,0.332,0.117
-9.175,4.075,-6.182,-0.249,-0.066,-0.067
-7.787,3.642,-6.438,-0.220,-0.086,-0.101
-8.825,3.857,-6.036,-0.180,-0.019,-0.019
-8.357,3.795,-6.172,-0.299,-0.277,-0.169
-7.939,3.511,-5.997,-0.151,0.087,0.003
-8.390,3.759,-5.910,-0.147,0.086,0.010
-8.276,3.674,-5.810,-0.180,0.024,0.005
-8.461,3.755,-5.848,-0.188,-0.031,-0.005
-8.395,3.812,-5.764,-0.132,0.253,0.070
-8.532,3.709,-5.944,-0.172,0.168,0.036
-8.382,3.840,-5.758,-0.194,0.024,-0.010
-8.319,3.709,-5.784,-0.267,-0.075,-0.070
-8.121,3.749,-5.835,-0.173,0.125,0.028
-8.431,3.798,-5.721,-0.184,0.113,-0.009
-8.459,3.782,-5.708,-0.235,-0.090,-0.079
-7.533,3.570,-5.903,-0.216,-0.018,-0.045
-7.435,3.517,-5.868,0.012,0.577,0.191
-8.917,4.032,-5.637,0.042,0.457,0.193
-8.673,4.192,-5.564,-0.247,-0.006,-0.045
-7.896,3.710,-6.128,-0.230,0.036,-0.051
-8.249,3.976,-5.877,-0.079,0.174,0.083
-8.584,3.942,-5.636,-0.177,0.044,-0.045
-7.976,3.743,-5.808,-0.215,0.031,-0.081
-8.425,3.846,-5.680,-0.135,0.187,0.006
-8.396,3.923,-5.769,-0.168,0.098,-0.063
-8.023,3.731,-5.830,-0.198,0.094,-0.067
-8.053,3.818,-5.807,-0.108,0.193,0.013
-8.294,3.883,-5.661,-0.143,0.102,-0.019
-8.023,3.841,-5.674,-0.181,0.144,-0.025
-8.195,3.838,-5.695,-0.173,0.080,-0.021
-8.253,3.861,-5.623,-0.155,0.152,0.017
-8.321,3.881,-5.555,-0.207,0.102,-0.040
-8.371,3.783,-5.624,-0.218,-0.065,-0.061
-7.833,3.809,-5.462,-0.140,0.184,0.060
-10.606,4.483,-4.730,-0.342,-0.381,-0.141
-8.537,4.043,-4.760,-1.087,-2.363,-0.809
-6.375,2.588,-4.401,-0.913,-1.637,-0.594
-10.177,3.986,-2.345,-1.160,-2.737,-0.623
-4.345,1.864,-3.308,-1.555,-3.587,-1.081
-4.713,1.441,-1.288,-0.991,-1.752,-0.484
-3.448,1.026,-1.711,-1.310,-2.449,-0.655
-2.391,0.054,-1.887,-0.594,-1.382,-0.173
-2.152,0.423,-1.031,-0.312,-1.629,-0.122
-1.779,0.098,-0.609,-0.163,-0.841,-0.022
-1.355,0.309,-0.207,-0.059,-0.979,0.082
-0.476,0.154,-0.211,0.062,-0.557,0.102
-0.984,0.700,0.559,-0.002,-0.335,0.070
-0.582,0.499,0.399,-0.234,-0.090,-0.029
-1.012,0.492,0.124,-0.056,0.188,0.042
-0.101,0.323,-0.013,0.017,0.106,0.074
-1.024,0.743,0.253,0.034,0.492,0.061
-1.064,0.849,0.244,-0.106,0.217,-0.021
-0.594,0.739,-0.068,-0.100,0.325,0.014
-1.286,0.854,-0.136,-0.065,0.334,-0.012
-0.826,0.943,-0.292,-0.056,0.261,0.030
-1.141,0.830,-0.512,0.027,0.234,0.050
-0.924,1.143,-0.038,-0.024,0.071,0.076
-1.063,0.994,-0.388,0.044,-0.063,0.098
-0.633,1.087,0.378,0.098,0.124,0.104
-1.208,1.311,0.565,-0.235,-0.198,0.051
-0.305,0.885,-0.498,0.137,-0.070,0.119
-0.784,1.323,0.563,0.115,0.038,0.083
-0.352,1.335,0.406,0.076,0.128,0.071
-1.098,1.811,0.615,-0.170,0.020,0.003
-0.126,1.308,-0.250,-0.046,0.064,0.031
-1.410,1.720,1.129,-0.219,0.076,-0.021
-0.038,1.268,-0.279,-0.187,0.032,0.005
-1.028,1.772,0.460,-0.013,0.211,0.042
-0.426,1.413,-0.302,-0.165,-0.060,-0.003
-0.904,1.705,0.437,-0.094,0.229,-0.002
-0.352,1.456,-0.419,-0.174,0.074,-0.014
-0.413,1.617,0.324,-0.122,0.229,0.022
-0.781,1.513,0.000,-0.178,0.157,-0.013
-0.643,1.458,0.711,-0.096,0.172,-0.029
-0.861,1.626,0.375,-0.079,0.240,-0.069
-0.621,1.644,-0.018,-0.191,0.060,-0.106
0.123,1.367,-0.186,0.078,0.447,-0.032
-1.153,2.060,-0.114,-0.087,0.302,-0.051
-0.494,1.701,-0.305,-0.114,0.218,-0.006
-0.937,1.932,-0.047,-0.121,0.343,0.018
-1.421,1.702,0.583,-0.142,0.204,0.030
-0.546,1.653,-0.147,-0.057,0.202,-0.009
-0.844,1.890,0.294,-0.137,0.217,-0.014
-0.767,1.860,-0.063,-0.160,0.145,-0.020
-1.153,1.985,-0.041,-0.240,0.147,-0.033
-0.795,1.727,0.162,-0.375,-0.163,-0.054
-0.517,1.629,-0.004,-0.159,0.253,-0.005
-1.249,1.767,0.241,-0.200,0.096,-0.017
-0.800,1.687,-0.123,-0.189,0.078,-0.026
-0.765,1.648,0.298,-0.147,0.164,-0.029
-0.612,1.668,-0.148,-0.168,0.087,-0.013
-0.917,1.689,0.346,-0.142,0.147,-0.021
-0.691,1.683,-0.172,-0.189,0.121,-0.035
-0.812,1.665,0.224,-0.149,0.139,-0.002
-0.860,1.711,0.041,-0.169,0.134,-0.042
-0.603,1.555,0.162,-0.310,-0.046,-0.075
-0.297,1.501,-0.007,-0.079,0.347,-0.013
-1.433,2.018,-0.083,-0.167,0.188,-0.020
-0.858,1.586,0.102,-0.167,0.109,0.003

-2.245,2.185,-1.279,0.406,1.566,0.189
-2.905,2.485,-1.177,0.388,1.486,0.193
-3.955,2.782,-0.936,0.294,1.187,0.170
-2.167,2.255,-0.898,0.091,0.522,0.102
-3.115,2.565,-0.669,0.394,1.535,0.284
-4.902,3.129,-0.582,0.122,1.499,0.148
-4.542,3.047,-1.030,0.032,1.370,-0.030
-5.104,2.886,-1.097,-0.022,1.675,-0.016
-6.276,2.939,-1.632,-0.011,2.272,-0.138
-5.448,2.559,-3.189,-0.041,2.565,-0.133
-7.604,3.038,-3.909,0.144,2.400,-0.138
-7.238,3.156,-4.526,0.310,1.788,-0.231
-7.904,3.148,-4.432,0.183,1.047,-0.130
-6.376,2.607,-4.889,0.064,0.830,-0.174
-7.098,2.805,-5.192,0.381,1.269,0.148
-8.734,3.484,-4.891,0.260,0.946,0.091
-6.230,2.622,-6.235,0.130,0.882,0.064
-8.078,3.608,-6.145,0.637,1.936,0.737
-9.580,4.344,-6.132,0.258,0.980,0.486
-7.633,3.691,-7.667,0.341,1.367,0.407
-9.491,4.458,-7.361,0.303,1.158,0.460
-9.553,4.707,-7.695,0.003,0.428,0.084
-9.556,4.724,-7.509,-0.112,0.070,-0.146
-8.630,4.203,-8.013,-0.303,-0.194,-0.189
-8.932,4.442,-7.694,-0.101,0.131,0.026
-9.407,4.681,-7.459,-0.276,-0.229,-0.148
-7.020,3.667,-8.308,-0.040,0.396,0.114
-9.689,4.750,-7.375,0.119,0.663,0.295
-9.278,4.623,-7.696,-0.303,-0.143,-0.160
-8.006,4.147,-8.040,-0.263,-0.035,-0.124
-8.763,4.395,-7.898,-0.149,0.143,0.048
-8.923,4.545,-7.654,-0.158,0.048,-0.009
-8.677,4.301,-7.645,-0.227,0.054,-0.049
-8.553,4.308,-7.677,-0.157,0.140,0.042
-8.829,4.373,-7.664,-0.191,0.085,-0.008
-8.758,4.441,-7.563,-0.229,-0.036,-0.082
-8.495,4.325,-7.634,-0.153,0.196,0.053
-8.766,4.434,-7.563,-0.192,0.088,-0.027
-8.581,4.345,-7.732,-0.142,0.187,0.044
-8.830,4.393,-7.527,-0.189,0.082,-0.024
-8.534,4.226,-7.672,-0.112,0.207,0.034
-8.951,4.563,-7.399,-0.174,0.142,-0.013
-8.654,4.312,-7.720,-0.172,0.107,-0.050
-8.671,4.518,-7.466,-0.100,0.227,0.031
-8.745,4.361,-7.609,-0.191,0.078,-0.076
-8.819,4.501,-7.470,-0.122,0.142,0.028
-8.649,4.363,-7.442,-0.208,0.089,-0.073
-8.054,4.162,-7.690,-0.161,0.129,-0.019
-8.856,4.509,-7.428,-0.142,0.160,0.041
-8.763,4.399,-7.524,-0.211,0.039,-0.030
-8.613,4.348,-7.512,-0.137,0.220,0.035
-8.869,4.518,-7.311,-0.226,0.029,-0.020
-8.614,4.402,-7.393,-0.264,0.011,-0.069
-8.990,4.459,-7.265,-0.293,-0.188,-0.096
-9.007,4.453,-6.906,-0.436,-0.555,-0.198
-8.422,4.130,-6.761,-0.464,-0.548,-0.203
-8.290,4.123,-6.452,-0.409,-0.540,-0.116
-8.450,4.076,-6.098,-0.528,-0.699,-0.186
-7.927,3.715,-6.018,-0.431,-0.669,-0.101
-7.961,3.926,-5.382,-0.367,-0.724,-0.061
-8.399,3.717,-4.948,-0.532,-0.816,-0.139
-7.353,3.622,-4.857,-0.483,-0.854,-0.132
-7.767,3.542,-4.421,-0.436,-0.676,-0.082
-7.447,3.472,-3.971,-0.509,-0.935,-0.122
-7.008,3.191,-3.813,-0.475,-0.798,-0.124
-7.701,3.303,-3.189,-0.695,-1.642,-0.300
-5.139,2.628,-2.956,-0.624,-1.154,-0.247
-6.586,2.948,-1.894,-0.501,-0.966,-0.130
-4.713,2.294,-2.284,-0.579,-0.989,-0.188
-4.709,2.113,-1.894,-0.265,-0.140,0.043
-6.002,2.658,-1.413,-0.312,-0.542,-0.034
-4.186,2.124,-1.737,-0.345,-0.420,-0.069
-6.207,2.752,-0.776,-0.364,-0.694,-0.043
-3.054,1.650,-1.624,-0.459,-0.956,-0.140
-4.474,2.169,-0.986,-0.066,-0.296,0.086
-3.130,2.082,-1.142,-0.374,-1.393,-0.025
